Hour, Min., Sec., Elapse(min.),Actual feeding rate [g/min],Total N2 flow rate [g/min],O2 flow rate [g/min],Steam flow rate [g/min],CO2 flow rate [g/min],FNC-1,FNC-2,FNC-3,TI-2,TI-3,TI-4,TI-5,PI-2,PI-3,PI-4,PI-5,CO,CO2,CH4,O2,H2
13,36,3,28.8,4.503090909,15.17857143,2.714285714,6.550677966,0,800,797.7,800.2,777,795,798,782,466.25,203.12,189.38,194.38,4.55,7.21,6.53,-0.17,13.38
13,36,4,28.82,4.503090909,15.17857143,2.714285714,6.550677966,0,800,797.7,800.2,777,795,798,782,463.75,203.12,190,194.38,4.55,7.21,6.53,-0.17,13.41
13,36,5,28.83,4.503090909,15.17857143,2.714285714,6.550677966,0,799.9,797.8,800.2,777,795,799,782,460.62,201.88,190.62,194.38,4.55,7.2,6.51,-0.17,13.45
13,36,6,28.85,4.503090909,15.17857143,2.714285714,6.550677966,0,800,797.8,800.2,777,795,799,782,460,202.5,193.75,198.75,4.55,7.2,6.48,-0.17,13.48
13,36,7,28.87,4.503090909,15.17857143,2.714285714,6.550677966,0,800,797.9,800.2,777,795,799,782,460,202.5,193.75,203.12,4.55,7.2,6.48,-0.17,13.49
13,36,8,28.88,4.503090909,15.17857143,2.714285714,6.550677966,0,800,797.9,800.2,777,795,799,782,459.38,203.75,199.38,203.12,4.53,7.19,6.44,-0.17,13.49
13,36,9,28.9,4.503090909,15.17857143,2.714285714,6.550677966,0,800,797.9,800.2,777,795,799,782,459.38,208.75,221.88,223.75,4.53,7.19,6.4,-0.17,13.49
13,36,10,28.92,4.503090909,15.17857143,2.714285714,6.550677966,0,800,797.9,800.2,777,795,799,782,463.12,220.62,250,253.12,4.5,7.18,6.36,-0.17,13.49
13,36,11,28.93,4.503090909,15.17857143,2.714285714,6.550677966,0,800,797.9,800.2,777,795,799,782,467.5,235,272.5,275.62,4.5,7.18,6.32,-0.17,13.49
13,36,12,28.95,4.503090909,15.17857143,2.714285714,6.550677966,0,800,798,800.2,777,795,799,782,475.62,253.12,297.5,301.25,4.5,7.18,6.28,-0.17,13.49
13,36,13,28.97,4.503090909,15.17857143,2.714285714,6.550677966,0,800,798,800.2,777,795,799,782,475.62,253.12,297.5,310.62,4.5,7.18,6.28,-0.17,13.49
13,36,14,28.98,4.503090909,15.17857143,2.714285714,6.550677966,0,800,798,800.2,776,795,798,782,484.38,268.75,304.38,310.62,4.49,7.18,6.26,-0.17,13.49
13,36,15,29,4.503090909,15.17857143,2.714285714,6.550677966,0,800,798,800.2,776,795,798,782,491.25,280.62,300,305.62,4.49,7.18,6.25,-0.17,13.49
13,36,16,29.02,4.503090909,15.17857143,2.714285714,6.550677966,0,799.9,798,800.2,776,795,798,782,498.12,286.88,287.5,293.75,4.49,7.15,6.25,-0.17,13.49
13,36,17,29.03,4.503090909,15.17857143,2.714285714,6.550677966,0,799.9,798,800.2,776,795,798,782,501.88,288.12,276.88,283.75,4.5,7.15,6.28,-0.17,13.5
13,36,18,29.05,4.503090909,15.17857143,2.714285714,6.550677966,0,799.9,798,800.2,776,795,798,782,505.62,289.38,283.75,288.12,4.53,7.15,6.31,-0.17,13.5
13,36,19,29.07,4.503090909,15.17857143,2.714285714,6.550677966,0,800,798,800.2,776,795,798,782,505.62,289.38,283.75,285.62,4.53,7.15,6.31,-0.17,13.51
13,36,20,29.08,4.503090909,15.17857143,2.714285714,6.550677966,0,800,798,800.2,776,795,798,782,508.75,290,280,285.62,4.53,7.14,6.35,-0.17,13.51
13,36,21,29.1,4.503090909,15.17857143,2.714285714,6.550677966,0,800,798,800.2,776,795,798,782,511.25,288.12,268.75,275,4.53,7.14,6.4,-0.17,13.54
13,36,22,29.12,4.503090909,15.17857143,2.714285714,6.550677966,0,800,798,800.2,776,795,798,782,511.88,284.38,255.62,260.62,4.55,7.14,6.43,-0.17,13.54
13,36,23,29.13,4.503090909,15.17857143,2.714285714,6.550677966,0,799.9,798,800.2,776,795,798,782,510.62,277.5,239.38,246.25,4.55,7.14,6.48,-0.17,13.54
13,36,24,29.15,4.503090909,15.17857143,2.714285714,6.550677966,0,799.9,798,800.2,776,795,798,782,508.75,267.5,225.62,231.88,4.55,7.12,6.51,-0.16,13.54
13,36,25,29.17,4.503090909,15.17857143,2.714285714,6.550677966,0,799.9,798,800.2,776,795,798,782,504.38,260.62,225.62,216.25,4.55,7.12,6.51,-0.16,13.54
13,36,26,29.18,4.503090909,15.17857143,2.714285714,6.550677966,0,799.9,798,800.2,776,795,798,782,505,256.25,210,216.25,4.56,7.12,6.5,-0.16,13.54
13,36,27,29.2,4.503090909,15.17857143,2.714285714,6.550677966,0,800,798,800.2,776,795,798,782,500.62,244.38,199.38,205.62,4.53,7.12,6.47,-0.16,13.51
13,36,28,29.22,4.503090909,15.17857143,2.714285714,6.550677966,0,799.9,798,800.2,776,795,798,782,495.62,234.38,196.88,201.88,4.53,7.14,6.41,-0.16,13.5
13,36,29,29.23,4.503090909,15.17857143,2.714285714,6.550677966,0,799.9,798,800.2,776,795,798,782,491.25,230,203.12,209.38,4.5,7.12,6.34,-0.16,13.49
13,36,30,29.25,4.503090909,15.17857143,2.714285714,6.550677966,0,799.9,798,800.2,776,795,798,782,488.75,226.88,202.5,208.12,4.49,7.12,6.28,-0.16,13.48
13,36,31,29.27,4.503090909,15.17857143,2.714285714,6.550677966,0,800,798.1,800.2,776,795,798,782,485.62,224.38,206.88,210,4.49,7.12,6.28,-0.16,13.45
13,36,32,29.28,4.503090909,15.17857143,2.714285714,6.550677966,0,799.9,798.1,800.2,777,795,798,782,485.62,224.38,206.88,210,4.49,7.12,6.24,-0.16,13.45
13,36,33,29.3,4.503090909,15.17857143,2.714285714,6.550677966,0,800,798.1,800.3,777,795,799,782,483.12,224.38,211.25,215.62,4.47,7.14,6.19,-0.16,13.45
13,36,34,29.32,4.503090909,15.17857143,2.714285714,6.550677966,0,800,798.1,800.3,777,795,799,782,482.5,225.62,217.5,221.88,4.45,7.14,6.14,-0.16,13.44
13,36,35,29.33,4.503090909,15.17857143,2.714285714,6.550677966,0,800,798.2,800.3,777,795,799,782,481.25,230.62,237.5,236.88,4.43,7.14,6.08,-0.16,13.44
13,36,36,29.35,4.503090909,15.17857143,2.714285714,6.550677966,0,800,798.2,800.3,777,795,799,782,484.38,240.62,262.5,265.62,4.41,7.15,6.01,-0.16,13.43
13,36,37,29.37,4.503090909,15.17857143,2.714285714,6.550677966,0,800,798.2,800.3,777,795,799,782,484.38,240.62,262.5,275,4.41,7.15,6.01,-0.15,13.41
13,36,38,29.38,4.503090909,15.17857143,2.714285714,6.550677966,0,800,798.2,800.3,777,795,799,782,488.12,251.88,271.25,275,4.39,7.15,5.93,-0.15,13.41
13,36,39,29.4,4.503090909,15.17857143,2.714285714,6.550677966,0,800,798.2,800.3,777,795,799,782,491.88,261.25,270.62,275,4.35,7.18,5.84,-0.16,13.36
13,36,40,29.42,4.503090909,15.17857143,2.714285714,6.550677966,0,800,798.2,800.3,777,795,799,782,495.62,267.5,271.88,276.25,4.34,7.19,5.72,-0.15,13.32
13,36,41,29.43,4.503090909,15.17857143,2.714285714,6.550677966,0,800,798.2,800.3,777,795,799,782,498.75,272.5,275.62,280.62,4.32,7.19,5.62,-0.15,13.26
13,36,42,29.45,4.503090909,15.17857143,2.714285714,6.550677966,0,800,798.3,800.3,777,795,799,782,502.5,277.5,284.38,286.88,4.28,7.19,5.54,-0.15,13.23
13,36,43,29.47,4.503090909,15.17857143,2.714285714,6.550677966,0,800.1,798.3,800.3,777,795,799,782,507.5,286.88,310,312.5,4.28,7.19,5.54,-0.16,13.18
13,36,44,29.48,4.503090909,15.17857143,2.714285714,6.550677966,0,800.1,798.3,800.3,777,795,799,782,507.5,286.88,310,312.5,4.28,7.21,5.46,-0.16,13.18
13,36,45,29.5,4.503090909,15.17857143,2.714285714,6.550677966,0,800.1,798.3,800.3,777,795,799,782,513.75,298.75,322.5,326.25,4.28,7.21,5.4,-0.16,13.14
13,36,46,29.52,4.503090909,15.17857143,2.714285714,6.550677966,0,800.1,798.3,800.3,777,795,799,782,520,307.5,325,330.62,4.26,7.24,5.36,-0.15,13.12
13,36,47,29.53,4.503090909,15.17857143,2.714285714,6.550677966,0,800.1,798.3,800.3,777,795,799,782,526.25,313.12,310.62,316.25,4.26,7.24,5.33,-0.15,13.11
13,36,48,29.55,4.503090909,15.17857143,2.714285714,6.550677966,0,800.1,798.3,800.3,777,795,799,782,529.38,313.12,294.38,301.25,4.26,7.24,5.33,-0.16,13.11
13,36,49,29.57,4.503090909,15.17857143,2.714285714,6.550677966,0,800.1,798.3,800.3,777,795,799,782,529.38,313.12,294.38,301.25,4.26,7.25,5.3,-0.16,13.11
13,36,50,29.58,4.503090909,15.17857143,2.714285714,6.550677966,0,800.1,798.2,800.3,777,795,799,782,530.62,308.75,276.88,282.5,4.24,7.25,5.28,-0.16,13.1
13,36,51,29.6,4.503090909,15.17857143,2.714285714,6.550677966,0,800.1,798.2,800.3,777,795,799,782,530,299.38,258.75,265.62,4.24,7.26,5.26,-0.16,13.07
13,36,52,29.62,4.503090909,15.17857143,2.714285714,6.550677966,0,800.1,798.2,800.3,777,795,799,782,527.5,289.38,251.88,256.25,4.24,7.26,5.24,-0.15,13.07
13,36,53,29.63,4.503090909,15.17857143,2.714285714,6.550677966,0,800.1,798.2,800.3,777,795,799,782,526.25,281.88,258.12,262.5,4.24,7.26,5.22,-0.16,13.06
13,36,54,29.65,4.503090909,15.17857143,2.714285714,6.550677966,0,800.1,798.2,800.3,777,795,799,782,524.38,278.75,258.75,265,4.24,7.26,5.22,-0.15,13.01
13,36,55,29.67,4.503090909,15.17857143,2.714285714,6.550677966,0,800.1,798.2,800.3,777,795,799,782,524.38,278.75,258.75,253.75,4.24,7.26,5.24,-0.15,13.01
13,36,56,29.68,4.503090909,15.17857143,2.714285714,6.550677966,0,800.1,798.2,800.3,777,796,799,782,521.25,275,246.88,245.62,4.26,7.28,5.3,-0.15,13
13,36,57,29.7,4.503090909,15.17857143,2.714285714,6.550677966,0,800.1,798.2,800.3,777,796,799,782,520,268.12,233.75,240,4.28,7.28,5.4,-0.15,12.98
13,36,58,29.72,4.503090909,15.17857143,2.714285714,6.550677966,0,800.1,798.2,800.3,777,796,799,782,516.88,259.38,226.88,231.25,4.32,7.28,5.53,-0.15,12.98
13,36,59,29.73,4.503090909,15.17857143,2.714285714,6.550677966,0,800.1,798.2,800.3,777,796,799,782,513.12,252.5,217.5,221.88,4.34,7.28,5.68,-0.15,13
13,37,0,29.75,4.503090909,15.17857143,2.714285714,6.550677966,0,800.1,798.2,800.3,777,796,799,782,506.88,244.38,210,215.62,4.35,7.26,5.81,-0.15,13.01
13,37,1,29.77,4.503090909,15.17857143,2.714285714,6.550677966,0,800.1,798.2,800.3,777,796,799,782,506.88,244.38,210,210,4.35,7.26,5.81,-0.15,13.01
13,37,2,29.78,4.503090909,15.17857143,2.714285714,6.550677966,0,800.1,798.2,800.3,777,796,799,782,501.25,237.5,205.62,210,4.38,7.25,5.92,-0.16,13.05
13,37,3,29.8,4.503090909,15.17857143,2.714285714,6.550677966,0,800.1,798.2,800.3,777,796,799,782,496.88,233.75,214.38,217.5,4.38,7.25,5.98,-0.16,13.07
13,37,4,29.82,4.503090909,15.17857143,2.714285714,6.550677966,0,800.2,798.2,800.3,777,796,799,782,493.75,233.75,225.62,228.12,4.38,7.24,6.01,-0.15,13.07
13,37,5,29.83,4.503090909,15.17857143,2.714285714,6.550677966,0,800.2,798.2,800.3,777,796,799,782,492.5,238.12,249.38,253.75,4.35,7.24,5.99,-0.15,13.07
13,37,6,29.85,4.503090909,15.17857143,2.714285714,6.550677966,0,800.1,798.3,800.2,777,796,799,782,494.38,248.75,265,266.88,4.34,7.24,5.94,-0.15,13.06
13,37,7,29.87,4.503090909,15.17857143,2.714285714,6.550677966,0,800.1,798.3,800.2,777,795,799,782,494.38,248.75,265,283.75,4.34,7.24,5.94,-0.15,13.05
13,37,8,29.88,4.503090909,15.17857143,2.714285714,6.550677966,0,800.1,798.3,800.2,777,795,799,782,497.5,259.38,280.62,283.75,4.32,7.24,5.88,-0.15,13.05
13,37,9,29.9,4.503090909,15.17857143,2.714285714,6.550677966,0,800.2,798.4,800.2,777,795,799,782,501.25,269.38,285,288.75,4.28,7.25,5.82,-0.16,13
13,37,10,29.92,4.503090909,15.17857143,2.714285714,6.550677966,0,800.1,798.4,800.2,777,795,799,782,505.62,278.75,293.75,296.88,4.28,7.26,5.75,-0.15,12.98
13,37,11,29.93,4.503090909,15.17857143,2.714285714,6.550677966,0,800.1,798.4,800.2,777,795,799,782,510,287.5,294.38,299.38,4.26,7.28,5.69,-0.16,12.94
13,37,12,29.95,4.503090909,15.17857143,2.714285714,6.550677966,0,800.1,798.4,800.2,777,796,799,782,513.75,291.25,285,291.25,4.23,7.3,5.63,-0.16,12.91
13,37,13,29.97,4.503090909,15.17857143,2.714285714,6.550677966,0,800.1,798.4,800.2,777,796,799,782,516.25,290.62,268.75,275,4.23,7.3,5.63,-0.15,12.88
13,37,14,29.98,4.503090909,15.17857143,2.714285714,6.550677966,0,800.1,798.4,800.2,777,796,799,782,516.25,290.62,268.75,275,4.23,7.3,5.6,-0.15,12.88
13,37,15,30,4.503090909,15.17857143,2.714285714,6.550677966,0,800.1,798.4,800.2,777,796,799,782,516.88,286.88,264.38,266.88,4.23,7.31,5.57,-0.16,12.86
13,37,16,30.02,4.503090909,15.17857143,2.714285714,6.550677966,0,800.1,798.4,800.2,777,796,799,782,519.38,283.75,268.12,271.88,4.23,7.32,5.55,-0.15,12.82
13,37,17,30.03,4.503090909,15.17857143,2.714285714,6.550677966,0,800.1,798.4,800.2,777,796,799,782,520,283.75,271.88,276.25,4.23,7.32,5.54,-0.16,12.81
13,37,18,30.05,4.503090909,15.17857143,2.714285714,6.550677966,0,800.1,798.4,800.2,777,796,799,782,520,281.88,261.88,268.12,4.23,7.32,5.54,-0.15,12.8
13,37,19,30.07,4.503090909,15.17857143,2.714285714,6.550677966,0,800.1,798.4,800.2,777,796,799,782,520,278.75,253.12,258.75,4.2,7.34,5.53,-0.15,12.81
13,37,20,30.08,4.503090909,15.17857143,2.714285714,6.550677966,0,800.1,798.3,800.2,777,796,799,782,520,278.75,253.12,258.75,4.2,7.36,5.51,-0.15,12.81
13,37,21,30.1,4.503090909,15.17857143,2.714285714,6.550677966,0,800.1,798.3,800.2,777,796,799,782,518.12,273.75,242.5,248.75,4.2,7.36,5.51,-0.15,12.8
13,37,22,30.12,4.503090909,15.17857143,2.714285714,6.550677966,0,800.1,798.4,800.2,777,796,799,782,516.88,265.62,231.25,237.5,4.2,7.36,5.53,-0.16,12.8
13,37,23,30.13,4.503090909,15.17857143,2.714285714,6.550677966,0,800.1,798.4,800.2,777,796,799,782,513.12,256.88,220.62,227.5,4.24,7.38,5.57,-0.16,12.8
13,37,24,30.15,4.503090909,15.17857143,2.714285714,6.550677966,0,800.1,798.3,800.2,777,796,799,782,508.12,246.88,208.75,215,4.24,7.38,5.57,-0.16,12.8
13,37,25,30.17,4.503090909,15.17857143,2.714285714,6.550677966,0,800.1,798.4,800.2,777,796,799,782,508.12,246.88,208.75,215,4.26,7.38,5.64,-0.16,12.8
13,37,26,30.18,4.503090909,15.17857143,2.714285714,6.550677966,0,800.1,798.4,800.2,777,796,799,782,503.75,238.12,198.12,205,4.28,7.38,5.74,-0.17,12.81
13,37,27,30.2,4.503090909,15.17857143,2.714285714,6.550677966,0,800.1,798.4,800.2,777,796,799,782,498.12,227.5,189.38,196.25,4.32,7.38,5.89,-0.17,12.85
13,37,28,30.22,4.503090909,15.17857143,2.714285714,6.550677966,0,800.1,798.4,800.1,777,796,799,782,491.25,218.12,185.62,190.62,4.34,7.36,6.05,-0.17,12.91
13,37,29,30.23,4.503090909,15.17857143,2.714285714,6.550677966,0,800.1,798.4,800.1,777,796,799,782,485.62,211.25,184.38,190,4.39,7.34,6.2,-0.17,12.98
13,37,30,30.25,4.503090909,15.17857143,2.714285714,6.550677966,0,800.1,798.4,800.1,777,796,799,783,481.25,206.25,183.75,188.12,4.39,7.34,6.2,-0.17,13.05
13,37,31,30.27,4.503090909,15.17857143,2.714285714,6.550677966,0,800.1,798.4,800.1,777,796,799,783,481.25,206.25,183.75,195.62,4.41,7.32,6.33,-0.17,13.05
13,37,32,30.28,4.503090909,15.17857143,2.714285714,6.550677966,0,800.2,798.5,800.1,777,796,799,783,476.25,203.75,190.62,195.62,4.43,7.31,6.43,-0.17,13.11
13,37,33,30.3,4.503090909,15.17857143,2.714285714,6.550677966,0,800.2,798.5,800.1,777,796,799,783,473.12,203.75,198.12,201.88,4.45,7.3,6.53,-0.17,13.16
13,37,34,30.32,4.503090909,15.17857143,2.714285714,6.550677966,0,800.2,798.5,800.1,777,796,799,783,471.88,206.25,203.12,206.88,4.47,7.28,6.58,-0.17,13.2
13,37,35,30.33,4.503090909,15.17857143,2.714285714,6.550677966,0,800.2,798.5,800.1,777,796,800,783,470,209.38,209.38,214.38,4.47,7.26,6.61,-0.17,13.25
13,37,36,30.35,4.503090909,15.17857143,2.714285714,6.550677966,0,800.2,798.5,800.1,777,796,800,783,470.62,216.25,233.75,233.12,4.47,7.26,6.61,-0.17,13.26
13,37,37,30.37,4.503090909,15.17857143,2.714285714,6.550677966,0,800.2,798.6,800.1,777,796,800,783,470.62,216.25,233.75,268.12,4.47,7.25,6.63,-0.17,13.26
13,37,38,30.38,4.503090909,15.17857143,2.714285714,6.550677966,0,800.3,798.6,800.1,777,796,800,783,473.75,230,268.12,268.12,4.49,7.24,6.62,-0.17,13.3
13,37,39,30.4,4.503090909,15.17857143,2.714285714,6.550677966,0,800.3,798.6,800.1,777,795,800,783,480,247.5,303.75,303.75,4.49,7.24,6.61,-0.17,13.3
13,37,40,30.42,4.503090909,15.17857143,2.714285714,6.550677966,0,800.3,798.6,800.1,777,795,800,783,488.12,268.75,326.25,328.75,4.49,7.24,6.59,-0.17,13.3
13,37,41,30.43,4.503090909,15.17857143,2.714285714,6.550677966,0,800.3,798.6,800.1,777,795,800,783,498.75,287.5,340,342.5,4.47,7.21,6.57,-0.17,13.3
13,37,42,30.45,4.503090909,15.17857143,2.714285714,6.550677966,0,800.3,798.6,800.1,777,795,800,783,508.75,302.5,330.62,335,4.49,7.21,6.58,-0.17,13.3
13,37,43,30.47,4.503090909,15.17857143,2.714285714,6.550677966,0,800.3,798.6,800.1,777,795,800,783,508.75,302.5,330.62,323.12,4.49,7.21,6.58,-0.17,13.3
13,37,44,30.48,4.503090909,15.17857143,2.714285714,6.550677966,0,800.3,798.6,800.2,776,795,800,783,516.25,309.38,319.38,323.12,4.49,7.21,6.6,-0.17,13.3
13,37,45,30.5,4.503090909,15.17857143,2.714285714,6.550677966,0,800.3,798.6,800.2,776,795,800,783,521.25,313.75,316.25,320,4.49,7.2,6.62,-0.17,13.31
13,37,46,30.52,4.503090909,15.17857143,2.714285714,6.550677966,0,800.3,798.6,800.2,776,795,800,783,526.88,316.88,313.75,319.38,4.49,7.2,6.67,-0.17,13.31
13,37,47,30.53,4.503090909,15.17857143,2.714285714,6.550677966,0,800.3,798.6,800.2,776,795,800,783,530.62,316.88,304.38,311.88,4.49,7.19,6.71,-0.17,13.31
13,37,48,30.55,4.503090909,15.17857143,2.714285714,6.550677966,0,800.3,798.6,800.2,776,795,800,783,533.12,315,292.5,299.38,4.49,7.19,6.74,-0.16,13.31
13,37,49,30.57,4.503090909,15.17857143,2.714285714,6.550677966,0,800.3,798.7,800.2,776,795,800,783,533.12,315,292.5,280.62,4.49,7.19,6.74,-0.16,13.31
13,37,50,30.58,4.503090909,15.17857143,2.714285714,6.550677966,0,800.3,798.7,800.1,776,795,800,783,533.75,308.75,273.75,280.62,4.5,7.19,6.76,-0.17,13.3
13,37,51,30.6,4.503090909,15.17857143,2.714285714,6.550677966,0,800.3,798.6,800.2,776,795,799,783,533.12,299.38,256.25,265,4.49,7.19,6.77,-0.16,13.29
13,37,52,30.62,4.503090909,15.17857143,2.714285714,6.550677966,0,800.3,798.7,800.2,776,795,799,783,530,285,241.25,249.38,4.47,7.19,6.77,-0.16,13.25
13,37,53,30.63,4.503090909,15.17857143,2.714285714,6.550677966,0,800.3,798.7,800.2,777,795,800,783,525.62,271.88,225,233.12,4.47,7.19,6.77,-0.16,13.2
13,37,54,30.65,4.503090909,15.17857143,2.714285714,6.550677966,0,800.3,798.7,800.2,777,795,800,783,520.62,258.75,214.38,221.88,4.47,7.19,6.77,-0.16,13.2
13,37,55,30.67,4.503090909,15.17857143,2.714285714,6.550677966,0,800.3,798.7,800.2,777,795,800,783,520.62,258.75,214.38,211.25,4.47,7.19,6.77,-0.16,13.2
13,37,56,30.68,4.503090909,15.17857143,2.714285714,6.550677966,0,800.3,798.8,800.2,777,795,800,783,515,247.5,203.75,211.25,4.49,7.18,6.75,-0.15,13.19
13,37,57,30.7,4.503090909,15.17857143,2.714285714,6.550677966,0,800.3,798.8,800.2,777,795,800,783,506.88,236.25,195.62,202.5,4.47,7.19,6.71,-0.16,13.19
13,37,58,30.72,4.503090909,15.17857143,2.714285714,6.550677966,0,800.3,798.8,800.2,777,795,800,783,501.25,227.5,193.12,199.38,4.47,7.19,6.64,-0.16,13.19
13,37,59,30.73,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,798.8,800.2,777,795,800,783,494.38,218.75,191.88,197.5,4.45,7.19,6.56,-0.15,13.18
13,38,0,30.75,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,798.8,800.2,777,795,800,783,488.75,213.12,190.62,196.25,4.45,7.18,6.45,-0.16,13.16
13,38,1,30.77,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,798.8,800.2,777,795,800,783,488.75,213.12,190.62,206.25,4.45,7.18,6.45,-0.16,13.15
13,38,2,30.78,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,798.8,800.2,777,795,800,783,485,211.25,202.5,206.25,4.43,7.19,6.35,-0.16,13.14
13,38,3,30.8,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,798.8,800.2,777,795,800,783,481.88,211.25,206.88,211.25,4.41,7.19,6.22,-0.16,13.12
13,38,4,30.82,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,798.8,800.2,777,795,800,783,479.38,213.12,212.5,218.12,4.38,7.2,6.09,-0.16,13.1
13,38,5,30.83,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,798.8,800.2,777,795,801,783,479.38,219.38,237.5,239.38,4.35,7.2,5.95,-0.16,13.05
13,38,6,30.85,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,798.9,800.2,777,795,801,783,481.88,233.12,273.75,274.38,4.3,7.21,5.82,-0.15,13
13,38,7,30.87,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,798.9,800.2,777,795,801,783,481.88,233.12,273.75,310,4.3,7.21,5.82,-0.16,12.98
13,38,8,30.88,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,799,800.2,777,795,801,783,487.5,250.62,309.38,310,4.26,7.25,5.67,-0.16,12.94
13,38,9,30.9,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,799,800.2,777,795,801,783,496.88,271.25,325.62,329.38,4.23,7.26,5.53,-0.16,12.88
13,38,10,30.92,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,799,800.2,777,795,801,783,505,287.5,334.38,338.75,4.18,7.3,5.41,-0.15,12.82
13,38,11,30.93,4.503090909,15.17857143,2.714285714,6.550677966,0,800.5,798.9,800.2,777,795,801,783,513.75,303.75,335.62,341.88,4.16,7.31,5.32,-0.15,12.76
13,38,12,30.95,4.503090909,15.17857143,2.714285714,6.550677966,0,800.5,798.9,800.2,777,795,800,783,520.62,313.12,325.62,332.5,4.16,7.32,5.25,-0.15,12.73
13,38,13,30.97,4.503090909,15.17857143,2.714285714,6.550677966,0,800.5,798.9,800.2,777,795,800,783,520.62,313.12,325.62,322.5,4.16,7.32,5.25,-0.14,12.7
13,38,14,30.98,4.503090909,15.17857143,2.714285714,6.550677966,0,800.5,799,800.2,777,795,800,783,526.88,316.88,315.62,322.5,4.16,7.34,5.22,-0.14,12.7
13,38,15,31,4.503090909,15.17857143,2.714285714,6.550677966,0,800.5,799,800.2,777,795,800,783,531.88,316.88,298.75,305.62,4.16,7.36,5.22,-0.14,12.73
13,38,16,31.02,4.503090909,15.17857143,2.714285714,6.550677966,0,800.5,799,800.2,777,795,800,783,533.12,311.88,280.62,287.5,4.17,7.38,5.23,-0.14,12.74
13,38,17,31.03,4.503090909,15.17857143,2.714285714,6.550677966,0,800.5,799,800.2,777,795,800,783,533.12,303.12,263.12,270,4.2,7.38,5.27,-0.14,12.79
13,38,18,31.05,4.503090909,15.17857143,2.714285714,6.550677966,0,800.5,799,800.2,777,795,800,783,530.62,293.12,255,263.12,4.23,7.38,5.34,-0.14,12.82
13,38,19,31.07,4.503090909,15.17857143,2.714285714,6.550677966,0,800.5,799,800.2,777,795,800,783,528.75,289.38,258.75,273.12,4.23,7.38,5.34,-0.14,12.88
13,38,20,31.08,4.503090909,15.17857143,2.714285714,6.550677966,0,800.5,799,800.2,777,795,800,783,528.75,286.88,268.12,273.12,4.26,7.36,5.4,-0.14,12.88
13,38,21,31.1,4.503090909,15.17857143,2.714285714,6.550677966,0,800.5,799,800.2,777,795,800,783,529.38,287.5,287.5,291.25,4.26,7.36,5.45,-0.14,12.91
13,38,22,31.12,4.503090909,15.17857143,2.714285714,6.550677966,0,800.5,799.1,800.2,777,795,800,783,530,290.62,291.25,296.88,4.3,7.34,5.5,-0.14,12.95
13,38,23,31.13,4.503090909,15.17857143,2.714285714,6.550677966,0,800.5,799.1,800.2,777,795,800,783,531.88,292.5,286.25,293.12,4.28,7.34,5.51,-0.14,12.98
13,38,24,31.15,4.503090909,15.17857143,2.714285714,6.550677966,0,800.5,799.1,800.2,777,795,800,783,531.88,291.25,273.75,280.62,4.28,7.34,5.51,-0.14,12.98
13,38,25,31.17,4.503090909,15.17857143,2.714285714,6.550677966,0,800.5,799.1,800.2,777,795,800,783,530,286.25,256.88,262.5,4.28,7.34,5.5,-0.15,12.94
13,38,26,31.18,4.503090909,15.17857143,2.714285714,6.550677966,0,800.5,799.1,800.2,777,795,800,783,530,286.25,256.88,262.5,4.26,7.36,5.47,-0.15,12.94
13,38,27,31.2,4.503090909,15.17857143,2.714285714,6.550677966,0,800.5,799.1,800.2,776,795,800,783,527.5,278.12,244.38,250.62,4.26,7.38,5.48,-0.14,12.88
13,38,28,31.22,4.503090909,15.17857143,2.714285714,6.550677966,0,800.5,799.1,800.2,776,795,800,783,523.75,268.75,233.12,239.38,4.26,7.38,5.5,-0.14,12.81
13,38,29,31.23,4.503090909,15.17857143,2.714285714,6.550677966,0,800.5,799.1,800.2,776,795,800,783,519.38,258.75,225,230.62,4.28,7.39,5.54,-0.14,12.76
13,38,30,31.25,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,799.1,800.2,776,795,800,783,513.75,250.62,220.62,225,4.28,7.4,5.58,-0.15,12.73
13,38,31,31.27,4.503090909,15.17857143,2.714285714,6.550677966,0,800.5,799.2,800.2,776,795,800,783,513.75,250.62,220.62,221.25,4.28,7.4,5.58,-0.14,12.7
13,38,32,31.28,4.503090909,15.17857143,2.714285714,6.550677966,0,800.5,799.2,800.2,776,795,800,783,510.62,243.12,215,221.25,4.28,7.43,5.6,-0.14,12.7
13,38,33,31.3,4.503090909,15.17857143,2.714285714,6.550677966,0,800.5,799.2,800.2,776,795,800,783,505.62,236.88,217.5,222.5,4.28,7.44,5.61,-0.14,12.68
