 Elapse(min.),Actual feeding rate [g/min],Total N2 flow rate [g/min],O2 flow rate [g/min],Steam flow rate [g/min],CO2 flow rate [g/min],FNC-1,FNC-2,FNC-3,TI-2,TI-3,TI-4,TI-5,PI-2,PI-3,PI-4,PI-5,CO,CO2,CH4,H2
155.32,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.2,800.0,771,790,793,780,356.88,127.5,111.25,116.88,-0.01,0.0,0.0,0.05
155.33,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.2,800.0,771,790,793,780,356.88,130.0,116.88,121.25,-0.01,0.0,0.0,0.05
155.35,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.2,800.0,771,790,793,780,356.88,130.0,116.88,121.25,-0.01,0.0,0.0,0.04
155.37,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.2,800.0,771,789,793,780,357.5,130.62,114.38,121.25,-0.01,-0.01,0.0,0.04
155.38,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.2,800.0,771,789,793,780,356.88,129.38,113.75,118.12,-0.01,0.0,0.0,0.05
155.4,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.2,800.0,771,789,793,780,357.5,129.38,114.38,120.0,-0.01,-0.01,0.0,0.04
155.42,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.2,800.0,771,789,793,780,357.5,128.12,112.5,118.12,-0.03,0.0,0.0,0.04
155.43,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.2,800.0,771,789,793,780,356.88,128.12,113.75,118.75,-0.03,-0.01,0.0,0.04
155.45,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.2,800.0,771,789,793,780,356.88,128.12,113.75,120.62,-0.03,-0.01,0.0,0.05
155.47,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.2,800.0,771,789,793,780,356.88,130.0,115.0,120.62,-0.01,0.0,0.0,0.05
155.48,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.2,800.0,771,789,793,780,356.88,130.62,115.0,120.62,-0.01,0.0,0.0,0.04
155.5,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.2,800.0,771,789,793,780,356.88,131.25,115.62,120.62,-0.01,0.0,0.0,0.04
155.52,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.2,800.0,771,789,793,780,356.88,129.38,113.75,118.75,-0.01,0.0,0.0,0.04
155.53,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.2,800.0,771,790,793,780,356.88,127.5,115.0,118.75,-0.01,0.0,0.0,0.04
155.55,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.2,800.0,771,790,793,780,356.88,127.5,115.0,120.62,-0.01,0.0,0.0,0.04
155.57,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.2,800.0,771,790,793,780,356.88,127.5,115.0,120.62,-0.01,-0.01,0.0,0.04
155.58,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.2,800.0,771,790,793,780,358.75,127.5,113.75,118.12,-0.03,0.0,0.0,0.04
155.6,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.2,800.0,771,790,793,780,357.5,126.25,115.0,120.0,-0.01,-0.01,0.0,0.04
155.62,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.2,800.0,771,790,793,780,356.88,125.0,112.5,118.12,-0.01,0.0,0.0,0.04
155.63,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.2,800.0,771,790,793,780,356.88,125.0,112.5,118.75,-0.01,0.0,0.0,0.05
155.65,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.2,800.0,771,790,793,780,356.88,125.0,113.75,118.75,-0.03,-0.01,0.0,0.05
155.67,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.1,800.0,771,790,793,780,356.88,126.88,113.75,120.0,-0.01,0.0,0.0,0.04
155.68,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.1,800.0,771,790,793,780,356.25,127.5,113.75,118.75,-0.03,0.0,0.0,0.05
155.7,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.1,800.0,771,790,793,780,357.5,127.5,112.5,116.88,-0.01,0.0,0.0,0.05
155.72,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.1,800.0,771,790,793,780,357.5,128.12,114.38,120.0,-0.01,0.0,0.0,0.05
155.73,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.1,800.0,771,790,793,780,357.5,128.12,114.38,116.88,-0.01,0.0,0.0,0.04
155.75,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.1,800.0,771,790,793,780,357.5,126.88,110.62,116.88,-0.01,0.0,0.0,0.04
155.77,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.1,800.0,771,790,793,780,357.5,125.0,110.62,115.0,-0.01,0.0,0.0,0.05
155.78,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.1,800.0,771,790,793,780,357.5,126.25,111.25,116.88,-0.01,-0.01,0.0,0.05
155.8,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.1,800.0,771,789,793,780,357.5,126.25,111.25,115.62,-0.01,-0.01,0.0,0.05
155.82,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.1,800.0,771,789,793,780,356.88,126.25,111.25,116.88,-0.01,-0.01,0.0,0.05
155.83,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.1,800.0,771,789,793,780,356.88,127.5,114.38,120.0,-0.01,0.0,0.0,0.05
155.85,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.1,800.0,771,789,793,780,356.88,127.5,114.38,118.12,-0.01,0.0,0.0,0.04
155.87,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.1,800.0,771,789,793,780,357.5,128.12,113.75,118.12,-0.01,0.0,0.0,0.05
155.88,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.1,800.0,771,789,793,780,356.88,127.5,113.75,118.75,-0.01,0.0,0.0,0.04
155.9,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.1,800.0,771,789,793,780,357.5,127.5,112.5,118.12,-0.01,0.0,0.0,0.05
155.92,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.1,800.0,771,789,793,780,356.25,125.0,107.5,111.88,-0.01,0.0,0.0,0.05
155.93,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.1,800.0,771,789,793,780,356.25,124.38,111.88,116.88,-0.01,0.0,0.0,0.05
155.95,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.1,800.0,771,789,793,780,356.25,124.38,111.88,115.62,-0.01,0.0,0.0,0.05
155.97,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.1,800.0,771,789,793,780,356.25,125.0,110.62,115.62,-0.01,0.0,0.0,0.05
155.98,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.1,800.0,771,789,793,780,355.62,125.0,113.75,117.5,-0.01,0.0,0.0,0.05
156.0,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.1,800.0,771,790,793,780,355.62,127.5,115.62,120.62,-0.01,0.0,0.0,0.05
156.02,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.1,800.0,771,790,793,780,355.62,128.12,114.38,120.0,-0.01,0.0,0.0,0.05
156.03,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.1,800.0,771,790,793,780,358.12,129.38,113.75,118.12,-0.01,0.0,0.0,0.05
156.05,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.1,800.0,771,790,793,780,356.25,127.5,112.5,118.12,-0.01,0.0,0.0,0.05
156.07,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.1,800.0,771,790,793,780,356.25,126.88,110.62,115.62,-0.01,0.0,0.0,0.05
156.08,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.1,800.0,771,790,793,780,354.38,126.25,110.62,115.0,-0.01,0.0,0.0,0.04
156.1,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.1,800.0,771,790,793,780,355.62,125.0,111.25,116.88,-0.01,0.0,0.0,0.04
156.12,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.1,800.0,771,789,793,780,356.88,126.88,111.88,117.5,-0.01,0.0,0.0,0.05
156.13,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.1,800.0,771,789,793,780,357.5,128.75,111.88,115.62,-0.01,0.0,0.0,0.05
156.15,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.1,800.0,771,789,793,780,357.5,126.25,110.62,115.62,-0.01,0.0,0.0,0.05
156.17,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.1,800.0,771,789,793,780,357.5,123.75,108.12,113.75,-0.01,0.0,0.0,0.05
156.18,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.1,800.0,771,789,793,780,357.5,123.75,108.75,114.38,-0.01,0.0,0.0,0.05
156.2,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.1,800.0,771,790,793,780,358.75,124.38,108.12,113.75,-0.01,0.0,0.0,0.05
156.22,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.1,800.0,771,790,793,780,357.5,126.25,108.75,114.38,-0.01,0.0,0.0,0.05
156.23,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.1,800.0,771,790,793,780,357.5,126.25,108.75,117.5,-0.01,0.0,0.0,0.05
156.25,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.1,800.0,771,790,793,780,357.5,129.38,111.88,117.5,-0.01,0.0,0.0,0.05
156.27,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.1,800.0,771,790,793,780,357.5,130.0,109.38,115.0,-0.01,0.0,0.0,0.05
156.28,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.1,800.0,771,790,793,780,358.75,127.5,108.75,115.0,-0.01,0.0,0.0,0.05
156.3,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.1,800.0,771,790,793,780,357.5,127.5,111.88,116.88,-0.01,0.01,0.0,0.05
156.32,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.1,800.0,771,790,793,780,357.5,129.38,113.75,118.12,-0.01,0.0,0.0,0.05
156.33,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.1,800.0,771,790,793,780,357.5,130.0,115.62,121.25,-0.01,0.0,0.0,0.04
156.35,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.1,800.0,771,790,793,780,357.5,130.0,115.62,121.25,-0.01,0.01,0.0,0.04
156.37,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.1,800.0,771,790,793,780,358.75,130.0,115.0,120.0,-0.01,0.0,0.0,0.05
156.38,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.1,800.0,771,790,793,780,357.5,129.38,112.5,118.12,-0.01,0.0,0.0,0.05
156.4,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.1,800.0,771,790,793,780,358.75,127.5,111.88,115.62,-0.01,0.01,0.0,0.05
156.42,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.1,800.0,771,790,793,780,358.75,127.5,111.25,116.88,-0.01,0.01,0.0,0.05
156.43,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.1,800.0,771,790,793,780,358.75,127.5,111.25,115.62,-0.01,0.01,0.0,0.05
156.45,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.1,800.0,771,790,793,780,357.5,126.88,110.62,115.0,-0.01,0.0,0.0,0.05
156.47,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.1,800.0,771,790,793,780,357.5,127.5,110.62,115.0,-0.01,0.0,0.0,0.05
156.48,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.0,800.0,771,790,793,780,357.5,128.12,113.75,118.12,-0.01,0.01,0.0,0.05
156.5,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.0,800.0,771,790,793,780,356.88,130.0,112.5,117.5,-0.01,0.01,0.0,0.05
156.52,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.0,800.0,772,790,793,780,357.5,126.88,110.62,115.0,-0.01,0.0,0.0,0.05
156.53,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.0,800.0,772,790,793,780,357.5,126.25,110.62,115.62,-0.01,0.0,0.0,0.05
156.55,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.1,800.0,772,790,793,780,357.5,126.25,110.62,116.88,-0.01,0.0,0.0,0.05
156.57,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.1,800.0,772,790,793,780,357.5,126.25,111.88,116.88,-0.01,0.0,0.0,0.05
156.58,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.0,800.0,772,790,793,780,358.75,127.5,112.5,118.12,-0.01,0.0,0.0,0.05
156.6,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.0,800.0,772,790,793,780,358.75,128.12,111.88,116.88,-0.01,0.0,0.0,0.04
156.62,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.0,800.0,772,790,793,780,358.75,127.5,114.38,118.75,-0.01,0.0,0.0,0.05
156.63,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.1,800.0,772,790,793,780,358.75,127.5,114.38,118.75,-0.01,0.0,0.0,0.05
156.65,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.0,800.0,772,790,793,780,359.38,129.38,113.75,118.75,-0.01,0.0,0.0,0.05
156.67,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.0,800.0,772,790,793,780,359.38,130.0,114.38,120.0,-0.01,0.0,0.0,0.04
156.68,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.0,800.0,772,790,793,780,360.0,128.12,109.38,115.0,-0.01,0.0,0.0,0.04
156.7,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.0,800.0,772,790,793,780,360.0,126.25,111.25,115.0,-0.01,0.0,0.0,0.05
156.72,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.0,800.0,772,790,793,780,359.38,127.5,112.5,118.12,-0.01,0.0,0.0,0.05
156.73,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.0,800.0,772,790,793,780,360.0,130.62,115.0,120.0,-0.01,0.0,0.0,0.05
156.75,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.0,800.0,772,790,793,780,360.0,130.62,115.0,120.62,-0.01,0.0,0.0,0.05
156.77,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.1,800.0,772,790,793,780,360.0,131.25,114.38,120.62,-0.01,-0.01,0.0,0.05
156.78,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.0,800.0,771,790,793,780,360.62,130.62,113.75,118.75,-0.01,0.0,0.0,0.05
156.8,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.0,800.0,771,790,793,780,360.0,130.62,113.75,118.75,-0.01,-0.01,0.0,0.05
156.82,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.1,800.0,771,790,793,780,360.62,130.0,112.5,118.12,-0.01,0.0,0.0,0.04
156.83,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.0,800.0,772,790,793,780,360.62,127.5,111.25,117.5,-0.01,0.0,0.0,0.05
156.85,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.0,800.0,772,790,793,780,360.62,129.38,111.88,117.5,-0.03,-0.01,0.0,0.05
156.87,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.0,800.0,772,790,793,780,360.0,130.0,114.38,120.0,-0.03,-0.01,0.0,0.05
156.88,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.1,800.0,772,790,793,780,359.38,129.38,112.5,118.12,-0.01,0.0,0.0,0.04
156.9,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.0,800.0,772,790,793,780,358.75,129.38,115.0,120.62,-0.01,0.0,0.0,0.04
156.92,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.0,800.0,772,790,793,780,358.75,130.0,115.62,121.88,-0.01,0.0,0.0,0.04
156.93,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.0,800.0,772,790,793,780,358.75,129.38,112.5,118.12,-0.01,0.0,0.0,0.05
156.95,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.0,800.0,772,790,793,780,358.75,129.38,112.5,118.12,-0.03,0.0,0.0,0.05
156.97,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.0,800.0,772,790,793,780,358.75,130.0,115.62,121.25,-0.01,0.0,0.0,0.05
156.98,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.1,800.0,772,790,793,780,358.75,130.0,114.38,120.62,-0.03,0.0,0.0,0.04
157.0,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.0,800.0,772,790,793,780,358.75,128.12,115.0,120.0,-0.01,0.0,0.0,0.05
157.02,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.0,800.0,772,790,793,780,358.75,128.12,113.75,118.75,-0.01,0.0,0.0,0.04
157.03,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.0,800.0,771,790,793,780,358.75,130.62,115.62,121.25,-0.01,0.0,0.0,0.04
157.05,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.1,800.0,771,790,793,780,358.12,130.62,115.62,121.25,-0.01,0.0,0.0,0.04
157.07,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.1,800.0,771,790,793,780,358.75,130.0,115.62,121.25,-0.03,0.01,0.0,0.04
157.08,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.1,800.0,771,790,793,780,359.38,129.38,115.0,120.62,-0.01,0.0,0.0,0.05
157.1,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.0,800.0,771,790,793,780,358.75,128.12,115.62,120.62,-0.01,0.0,0.0,0.05
157.12,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.0,800.0,771,790,793,780,358.75,127.5,115.62,120.62,-0.01,0.0,0.0,0.04
157.13,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.1,800.0,771,790,793,780,358.75,129.38,116.88,121.25,-0.01,0.0,0.0,0.05
157.15,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.1,800.0,771,790,793,780,358.75,129.38,116.88,118.75,-0.01,0.0,0.0,0.05
157.17,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.0,800.0,771,790,793,780,359.38,128.12,113.75,118.75,-0.03,0.0,0.0,0.04
157.18,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.0,800.0,771,790,793,780,358.75,125.0,113.75,117.5,-0.01,0.0,0.0,0.04
157.2,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.0,800.0,771,790,793,780,358.75,126.88,115.0,120.0,-0.01,0.0,0.0,0.05
157.22,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.0,800.0,771,790,793,780,358.75,126.88,114.38,118.75,-0.03,0.0,0.0,0.04
157.23,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.0,800.0,771,790,793,780,358.75,126.88,114.38,120.62,-0.03,0.0,0.0,0.05
157.25,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.0,800.0,771,790,793,780,358.75,126.88,116.88,120.62,-0.01,0.0,0.0,0.05
157.27,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.0,800.0,771,790,793,780,358.75,128.12,117.5,121.25,-0.03,0.0,0.0,0.05
157.28,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.0,800.0,771,790,793,780,357.5,126.88,113.75,118.75,-0.01,-0.01,0.0,0.05
157.3,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.0,800.0,771,790,793,780,357.5,126.25,114.38,118.75,-0.01,0.0,0.0,0.04
157.32,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.0,800.0,771,790,793,780,357.5,127.5,115.62,120.62,-0.03,-0.01,0.0,0.05
157.33,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.0,800.0,771,790,793,780,357.5,128.12,116.88,121.25,-0.03,-0.01,0.0,0.05
157.35,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.0,800.0,771,790,793,780,357.5,128.12,116.88,123.12,-0.03,-0.01,0.0,0.05
157.37,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.0,800.0,771,790,793,780,357.5,130.0,118.12,123.12,-0.01,0.0,0.0,0.04
157.38,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.0,800.0,771,790,793,780,358.75,127.5,114.38,118.75,-0.01,0.0,0.0,0.04
157.4,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.0,800.0,771,790,793,780,357.5,125.0,114.38,118.75,-0.03,0.0,0.0,0.05
157.42,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.0,800.0,771,790,793,780,357.5,126.88,115.0,120.0,-0.01,0.0,0.0,0.04
157.43,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.0,800.0,771,790,793,780,357.5,128.12,115.62,121.25,-0.01,-0.01,0.0,0.05
157.45,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.0,800.0,771,790,793,780,357.5,128.12,115.62,118.75,-0.01,-0.01,0.0,0.05
157.47,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.0,800.0,771,790,793,780,357.5,128.12,115.0,118.75,-0.01,0.0,0.0,0.05
157.48,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.0,800.0,771,790,793,780,357.5,128.12,114.38,117.5,-0.01,0.0,0.0,0.05
157.5,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.0,800.0,771,790,793,780,357.5,128.12,111.88,117.5,-0.01,-0.01,0.0,0.05
157.52,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.0,800.0,771,790,793,780,357.5,129.38,118.12,120.0,-0.01,0.0,0.0,0.04
157.53,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.0,800.0,771,789,793,780,357.5,129.38,118.12,120.0,-0.01,0.0,0.0,0.05
157.55,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.1,800.0,771,789,793,780,357.5,130.0,115.62,120.0,-0.01,0.0,0.0,0.05
157.57,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.1,800.0,771,789,793,780,356.88,126.88,112.5,115.62,-0.03,0.0,0.0,0.05
157.58,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.0,800.0,771,789,793,780,357.5,126.88,112.5,115.62,-0.01,-0.01,0.0,0.05
157.6,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.0,800.0,771,789,793,780,356.88,127.5,112.5,117.5,-0.03,0.0,0.0,0.04
157.62,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.0,800.0,772,790,793,780,357.5,128.12,113.75,117.5,-0.01,0.0,0.0,0.05
157.63,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.0,800.0,772,790,793,780,357.5,128.12,115.0,120.0,-0.01,0.0,0.0,0.05
157.65,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.0,800.0,772,790,793,780,357.5,128.12,115.0,120.0,-0.03,0.0,0.0,0.05
157.67,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.0,800.0,772,790,793,780,357.5,127.5,113.75,118.12,-0.01,0.0,0.0,0.05
157.68,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.0,800.0,772,790,793,780,357.5,128.12,114.38,118.75,-0.01,0.0,0.0,0.05
157.7,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.0,800.0,772,790,793,780,357.5,126.88,111.25,115.62,-0.01,0.0,0.0,0.05
157.72,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.0,800.0,772,790,793,780,357.5,126.88,113.75,117.5,-0.01,-0.01,0.0,0.05
157.73,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.0,800.0,772,790,793,780,356.88,128.12,114.38,118.75,-0.03,-0.01,0.0,0.05
157.75,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.0,800.0,772,790,793,780,356.88,128.12,114.38,116.88,-0.03,-0.01,0.0,0.05
157.77,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.0,800.0,772,790,793,780,357.5,127.5,111.88,116.88,-0.01,0.0,0.0,0.05
157.78,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.0,800.0,772,790,793,780,356.88,126.88,114.38,118.75,-0.01,0.0,0.0,0.05
157.8,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.0,800.0,772,790,793,780,357.5,126.88,112.5,116.88,-0.01,0.0,0.0,0.05
